============= Dilithium-III
[0m[1;31m     LWE instance generation    [0m
n=1280	m=1536	q=8380417
dim = 2654, m = 1373, dvol = 19371.02384334926, β = 623.6116
Generate gs-lengths by GSA assumption...enumbs min_G_prec = 0.001
 Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
v1. beta_start= 50, gap = 1, J = 100, J_gap = 3, cost_model = 1, max_loop = 1, threads = 60, G_prec = 1.000000e-03,  slope_prec = 1.000000e-04,  progressive_sieve = True, worst_case = 0, succ_prob = 0.999, Find minimal time cost strategy, average_case, theo_pnjbkz_d4f = 2, theo_pump_d4f = 2, list_decoding = `matzov22`. 
 index:        2, (  57,   4): (  50, 100) --> (1499,   1), goal index:     1363, cost = 
 index:     9527, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10888, cost = 
 index:     9528, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10896, cost = 
 index:     9529, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10889, cost = 
 index:     9530, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10902, cost = 
 index:     9531, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10869, cost = 
 index:     9532, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10885, cost = 
 index:     9533, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10886, cost = 
 index:     9534, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10889, cost = 
 index:     9535, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10909, cost = 
 index:     9536, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10927, cost = 
 index:     9537, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10910, cost = 
 index:     9538, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10922, cost = 
 index:     9539, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10896, cost = 
 index:     9540, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10857, cost = 
 index:     9541, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10876, cost = 
 index:     9542, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10859, cost = 
 index:     9543, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10860, cost = 
 index:     9544, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10862, cost = 
 index:     9545, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10873, cost = 
 index:     9546, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10875, cost = 
 index:     9547, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10889, cost = 
 index:     9548, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10890, cost = 
 index:     9549, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10890, cost = 
 index:     9550, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10867, cost = 
 index:     9551, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10883, cost = 
 index:     9552, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10901, cost = 
 index:     9553, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10912, cost = 
 index:     9554, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10871, cost = 
 index:     9555, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10893, cost = 
 index:     9556, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10873, cost = 
 index:     9557, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10874, cost = 
 index:     9558, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10897, cost = 
 index:     9559, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10876, cost = 
 index:     9560, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10882, cost = 
 index:     9561, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10882, cost = 
 index:     9562, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10894, cost = 
 index:     9563, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10900, cost = 
 index:     9564, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10922, cost = 
 index:     9565, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10928, cost = 
 index:     9566, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10922, cost = 
 index:     9567, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10933, cost = 
 index:     9568, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10903, cost = 
 index:     9569, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10915, cost = 
 index:     9570, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10918, cost = 
 index:     9571, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10921, cost = 
 index:     9572, ( 150,   4): ( 140, 100) --> (1499,   1), goal index:    10941, cost = 
 index:     9573, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10958, cost = 
 index:     9574, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10938, cost = 
 index:     9575, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10949, cost = 
 index:     9576, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10924, cost = 
 index:     9577, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10931, cost = 
 index:     9578, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10931, cost = 
 index:     9579, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10930, cost = 
 index:     9580, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10950, cost = 
 index:     9581, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10967, cost = 
 index:     9582, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10948, cost = 
 index:     9583, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10957, cost = 
 index:     9584, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10935, cost = 
 index:     9585, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10898, cost = 
 index:     9586, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10917, cost = 
 index:     9587, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10900, cost = 
 index:     9588, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10901, cost = 
 index:     9589, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10901, cost = 
 index:     9590, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10911, cost = 
 index:     9591, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10911, cost = 
 index:     9592, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10925, cost = 
 index:     9593, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10925, cost = 
 index:     9594, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10926, cost = 
 index:     9595, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10905, cost = 
 index:     9596, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10921, cost = 
 index:     9597, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10939, cost = 
 index:     9598, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10949, cost = 
 index:     9599, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10909, cost = 
 index:     9600, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10931, cost = 
 index:     9601, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10911, cost = 
 index:     9602, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10912, cost = 
 index:     9603, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10914, cost = 
 index:     9604, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10927, cost = 
 index:     9605, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10938, cost = 
 index:     9606, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10942, cost = 
 index:     9607, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10964, cost = 
 index:     9608, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10964, cost = 
 index:     9609, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10975, cost = 
 index:     9610, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10940, cost = 
 index:     9611, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10956, cost = 
 index:     9612, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10957, cost = 
 index:     9613, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10956, cost = 
 index:     9614, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10976, cost = 
 index:     9615, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10993, cost = 
 index:     9616, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10974, cost = 
 index:     9617, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10984, cost = 
 index:     9618, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10963, cost = 
 index:     9619, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10966, cost = 
 index:     9620, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10968, cost = 
 index:     9621, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10964, cost = 
 index:     9622, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10984, cost = 
 index:     9623, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10985, cost = 
 index:     9624, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10994, cost = 
 index:     9625, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10973, cost = 
 index:     9626, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10935, cost = 
 index:     9627, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10954, cost = 
 index:     9628, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10937, cost = 
 index:     9629, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10939, cost = 
 index:     9630, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10953, cost = 
 index:     9631, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10969, cost = 
 index:     9632, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10964, cost = 
 index:     9633, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10942, cost = 
 index:     9634, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10958, cost = 
 index:     9635, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10975, cost = 
 index:     9636, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10984, cost = 
 index:     9637, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10946, cost = 
 index:     9638, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10968, cost = 
 index:     9639, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10948, cost = 
 index:     9640, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10949, cost = 
 index:     9641, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10951, cost = 
 index:     9642, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10963, cost = 
 index:     9643, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10973, cost = 
 index:     9644, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10973, cost = 
 index:     9645, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10995, cost = 
 index:     9646, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10995, cost = 
 index:     9647, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11005, cost = 
 index:     9648, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10974, cost = 
 index:     9649, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10991, cost = 
 index:     9650, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10993, cost = 
 index:     9651, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10988, cost = 
 index:     9652, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11007, cost = 
 index:     9653, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11006, cost = 
 index:     9654, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11015, cost = 
 index:     9655, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10998, cost = 
 index:     9656, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11001, cost = 
 index:     9657, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11003, cost = 
 index:     9658, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10995, cost = 
 index:     9659, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11014, cost = 
 index:     9660, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11017, cost = 
 index:     9661, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11023, cost = 
 index:     9662, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11004, cost = 
 index:     9663, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10969, cost = 
 index:     9664, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10987, cost = 
 index:     9665, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10971, cost = 
 index:     9666, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10972, cost = 
 index:     9667, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10986, cost = 
 index:     9668, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11002, cost = 
 index:     9669, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10997, cost = 
 index:     9670, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10975, cost = 
 index:     9671, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10991, cost = 
 index:     9672, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11008, cost = 
 index:     9673, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11017, cost = 
 index:     9674, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10979, cost = 
 index:     9675, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11001, cost = 
 index:     9676, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10980, cost = 
 index:     9677, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10981, cost = 
 index:     9678, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10983, cost = 
 index:     9679, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    10995, cost = 
 index:     9680, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11009, cost = 
 index:     9681, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11030, cost = 
 index:     9682, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11030, cost = 
 index:     9683, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11039, cost = 
 index:     9684, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11006, cost = 
 index:     9685, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11023, cost = 
 index:     9686, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11025, cost = 
 index:     9687, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11043, cost = 
 index:     9688, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11045, cost = 
 index:     9689, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11048, cost = 
 index:     9690, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11027, cost = 
 index:     9691, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11032, cost = 
 index:     9692, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11032, cost = 
 index:     9693, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11050, cost = 
 index:     9694, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11052, cost = 
 index:     9695, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11056, cost = 
 index:     9696, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11033, cost = 
 index:     9697, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11002, cost = 
 index:     9698, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11019, cost = 
 index:     9699, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11003, cost = 
 index:     9700, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11004, cost = 
 index:     9701, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11017, cost = 
 index:     9702, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11032, cost = 
 index:     9703, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11007, cost = 
 index:     9704, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11021, cost = 
 index:     9705, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11037, cost = 
 index:     9706, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11043, cost = 
 index:     9707, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11011, cost = 
 index:     9708, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11012, cost = 
 index:     9709, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11013, cost = 
 index:     9710, ( 152,   4): ( 142, 100) --> (1499,   1), goal index:    11015, cost = 
 index:     9711, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11025, cost = 
 index:     9712, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11052, cost = 
 index:     9713, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11052, cost = 
 index:     9714, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11055, cost = 
 index:     9715, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11074, cost = 
 index:     9716, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11064, cost = 
 index:     9717, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11072, cost = 
 index:     9718, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11037, cost = 
 index:     9719, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11056, cost = 
 index:     9720, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11058, cost = 
 index:     9721, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11076, cost = 
 index:     9722, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11078, cost = 
 index:     9723, ( 153,   4): ( 143, 100) --> (1499,   1), goal index:    11081, cost = 
